Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Coarse Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sand
chiselsandbits:block_bit:0, Chiseled Bit - Red Sand
chiselsandbits:block_bit:0, Chiseled Bit - Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Birch Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Wet Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Block
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Wool
chiselsandbits:block_bit:0, Chiseled Bit - Green Wool
chiselsandbits:block_bit:0, Chiseled Bit - Red Wool
chiselsandbits:block_bit:0, Chiseled Bit - Black Wool
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gold
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iron
chiselsandbits:block_bit:0, Chiseled Bit - Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Oak Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Moss Stone
chiselsandbits:block_bit:0, Chiseled Bit - Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ice
chiselsandbits:block_bit:0, Chiseled Bit - Snow
chiselsandbits:block_bit:0, Chiseled Bit - Clay
chiselsandbits:block_bit:0, Chiseled Bit - Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Melon
chiselsandbits:block_bit:0, Chiseled Bit - Mycelium
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Emerald
chiselsandbits:block_bit:0, Chiseled Bit - Block of Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - White Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Orange Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Lime Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Pink Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Purple Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Brown Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Green Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Red Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Black Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Sea Lantern
chiselsandbits:block_bit:0, Chiseled Bit - Hay Bale Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal
chiselsandbits:block_bit:0, Chiseled Bit - Packed Ice
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Block
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - End Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Nether Wart Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Bone Block Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Observer Down
chiselsandbits:block_bit:0, Chiseled Bit - White Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Orange Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Lime Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Pink Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Purple Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Brown Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Green Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Red Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Black Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iridium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Mana Infused Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oil Sand
chiselsandbits:block_bit:0, Chiseled Bit - Oil Shale
chiselsandbits:block_bit:0, Chiseled Bit - Destabilized Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Energized Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Resonant End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Oil Sand
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Platinum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iridium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mana Infused Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Invar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Block of Constantan
chiselsandbits:block_bit:0, Chiseled Bit - Block of Signalum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lumium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal Coke
chiselsandbits:block_bit:0, Chiseled Bit - Black Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Red Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Green Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - White Rockwool
chiselsandbits:block_bit:0, Chiseled Bit - Solid (0 ~ Natural Floor)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (1 ~ Barrier)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (2)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (3)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (4)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (5)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (6)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (7)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (8)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (9)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (10)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (11)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (12)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (13)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (14)
chiselsandbits:block_bit:0, Chiseled Bit - Solid (15)
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chamelium
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Thorium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Boron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block
chiselsandbits:block_bit:0, Chiseled Bit - Lead Block
chiselsandbits:block_bit:0, Chiseled Bit - Thorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Block
chiselsandbits:block_bit:0, Chiseled Bit - Boron Block
chiselsandbits:block_bit:0, Chiseled Bit - Lithium Block
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Beryllium Block
chiselsandbits:block_bit:0, Chiseled Bit - Zirconium Block
chiselsandbits:block_bit:0, Chiseled Bit - Manganese Block
chiselsandbits:block_bit:0, Chiseled Bit - Aluminum Block
chiselsandbits:block_bit:0, Chiseled Bit - Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Manganese Oxide Block
chiselsandbits:block_bit:0, Chiseled Bit - Manganese Dioxide Block
chiselsandbits:block_bit:0, Chiseled Bit - Uranium-238 Block
chiselsandbits:block_bit:0, Chiseled Bit - Neptunium-237 Block
chiselsandbits:block_bit:0, Chiseled Bit - Plutonium-242 Block
chiselsandbits:block_bit:0, Chiseled Bit - Americium-243 Block
chiselsandbits:block_bit:0, Chiseled Bit - Curium-246 Block
chiselsandbits:block_bit:0, Chiseled Bit - Berkelium-247 Block
chiselsandbits:block_bit:0, Chiseled Bit - Californium-252 Block
chiselsandbits:block_bit:0, Chiseled Bit - Heavy Water Moderator
chiselsandbits:block_bit:0, Chiseled Bit - Beryllium-Carbon Neutron Reflector
chiselsandbits:block_bit:0, Chiseled Bit - Lead-Steel Neutron Reflector
chiselsandbits:block_bit:0, Chiseled Bit - Glowing Mushroom Block
chiselsandbits:block_bit:0, Chiseled Bit - Wasteland Earth
chiselsandbits:block_bit:0, Chiseled Bit - Tritium Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Tungsten Carbide Neutron Reflector
chiselsandbits:block_bit:0, Chiseled Bit - Discharge Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Hydrogen Discharge Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Helium Discharge Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Nitrogen Discharge Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Oxygen Discharge Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Neon Discharge Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Argon Discharge Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Sodium Discharge Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Mercury Discharge Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Strontium-90 Block
chiselsandbits:block_bit:0, Chiseled Bit - Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Andesite Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Diorite Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Granite Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Slate Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Slate
chiselsandbits:block_bit:0, Chiseled Bit - Slate Roof
chiselsandbits:block_bit:0, Chiseled Bit - Slate Tile
chiselsandbits:block_bit:0, Chiseled Bit - Slate Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Slate
chiselsandbits:block_bit:0, Chiseled Bit - Clay Wall
chiselsandbits:block_bit:0, Chiseled Bit - Crossed Clay Wall
chiselsandbits:block_bit:0, Chiseled Bit - Diagonal Clay Wall South
chiselsandbits:block_bit:0, Chiseled Bit - White Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Orange Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Lime Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Pink Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Gray Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Purple Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Blue Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Brown Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Green Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Red Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Black Painted Wood
chiselsandbits:block_bit:0, Chiseled Bit - Fertile Soil
chiselsandbits:block_bit:0, Chiseled Bit - Olive Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ironwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Compression Charge Down
chiselsandbits:block_bit:0, Chiseled Bit - Baratol Down
chiselsandbits:block_bit:0, Chiseled Bit - Pure Fusion Bomb (Empty)
chiselsandbits:block_bit:0, Chiseled Bit - Thermonuclear Core Down
chiselsandbits:block_bit:0, Chiseled Bit - Uranium-233 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Uranium-235 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Neptunium-237 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Plutonium-239 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Americium-242 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Curium-247 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Berkelium-248 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Californium-249 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Californium-251 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Salted Uranium-233 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Salted Uranium-235 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Salted Neptunium-237 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Salted Plutonium-239 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Salted Americium-242 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Salted Curium-247 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Salted Berkelium-248 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Salted Californium-249 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Salted Californium-251 Fission Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Antimatter Bomb
chiselsandbits:block_bit:0, Chiseled Bit - Trinitite-covered Sand
chiselsandbits:block_bit:0, Chiseled Bit - Block of Trinitite
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Bone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Relic Ore
chiselsandbits:block_bit:0, Chiseled Bit - Raw Khnumite
chiselsandbits:block_bit:0, Chiseled Bit - Dirty Bone Block Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Limestone Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Marl
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Limestone
chiselsandbits:block_bit:0, Chiseled Bit - Limestone
chiselsandbits:block_bit:0, Chiseled Bit - Small Limestone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Large Limestone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Limestone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Limestone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Carved Limestone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Khnumite Block Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Khnumite Face South
chiselsandbits:block_bit:0, Chiseled Bit - Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Alabaster
chiselsandbits:block_bit:0, Chiseled Bit - Polished Alabaster Brick
chiselsandbits:block_bit:0, Chiseled Bit - Carved Alabaster Brick
chiselsandbits:block_bit:0, Chiseled Bit - Tiled Alabaster Brick
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Alabaster Brick
chiselsandbits:block_bit:0, Chiseled Bit - Porphyry
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Porphyry
chiselsandbits:block_bit:0, Chiseled Bit - Polished Porphyry Brick
chiselsandbits:block_bit:0, Chiseled Bit - Carved Porphyry Brick
chiselsandbits:block_bit:0, Chiseled Bit - Tiled Porphyry Brick
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Porphyry Brick
chiselsandbits:block_bit:0, Chiseled Bit - White Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Orange Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Lime Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Pink Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Gray Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Purple Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Blue Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Brown Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Green Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - Black Ceramic Tile Block
chiselsandbits:block_bit:0, Chiseled Bit - White Linen
chiselsandbits:block_bit:0, Chiseled Bit - Orange Linen
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Linen
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Linen
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Linen
